year_month,DM1,DM2,DM3,DM4,DM5,EM1,EM2,EM3,JM3,JM4,MM1,MM13,MM14,MM15,MM16,MM17,MM19,MM2,MM3,MM4,MM5,MM6,MM7,MM8,NM1,NM2,NM3,NM5,NM6,NM8,PM1,PM11,PM2,PM3,PM4,PM6,PM7,PM8,PM9,SM1,SM10,SM11,SM12,SM13,SM17,SM18,SM19,SM2,SM20,SM3,SM4,SM5,SM6,SM7,SM9,TM2,TM3,TM4,TM5,TM6,TM7,TM8,VM1,VM12,VM14,VM15,VM2,VM4,VM5,VM6,VM7,VM8,WM1,WM2,WM3,WM4,ET1,ET2,NT1,PT2,PT3,PT4,ST1,ST3,TT1,VT10,VT11,VT12,VT2,VT3,VT4,VT8,WT1,WT3
2012-12-01,0.36,0.2,0.11,0.07,0.06,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.06,0.05,0.08,0.06,0.05,0.06,0.12,0.1,0.17,0.07,0.04,0.05,0.05,0.04,0.03,0.05,0.04,0.05,0.03,0.03,0.04,0.04,0.04,0.03,0.05,0.06,0.04,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.06,0.05,0.05,0.04,0.04,0.08,0.06,0.06,0.04,0.03,0.04,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-01,0.42,0.22,0.09,0.05,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.05,0.06,0.05,0.05,0.04,0.06,0.07,0.06,0.06,0.05,0.03,0.04,0.08,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.03,0.06,0.06,0.07,0.06,0.06,0.89,0.04,0.03,0.04
2013-02-01,0.7,0.38,0.1,0.07,0.07,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.04,0.04,0.05,0.04,0.05,0.09,0.03,0.05,0.07,0.03,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.02,0.03,0.03,0.04,0.03,0.03,0.03,0.02,0.03,0.05,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.05,0.06,0.05,0.05,0.04,0.03,0.05,0.06,0.07,0.06,0.05,0.05,0.1,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-03-01,0.25,0.23,0.08,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.03,0.06,0.05,0.06,0.11,0.06,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.06,0.05,0.07,0.31,0.04,0.03,0.03
2013-04-01,0.22,0.13,0.09,0.07,0.05,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.04,0.04,0.04,0.06,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.06,0.04,0.04,0.05,0.06,0.05,0.06,0.06,0.08,0.05,0.03,0.03,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-01,0.26,0.21,0.09,0.07,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.06,0.05,0.04,0,0,0,0,0,0,0.02,0,0,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.05,0.04,0.04,0.04,0.04,0.12,0.04,0.03,0.03
2013-06-01,0.53,0.52,0.19,0.08,0.06,0.24,0.03,0.03,0.03,0.03,0.04,0.02,0.02,0.02,0.02,0.03,0.02,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.02,0.04,0.06,0.05,0.02,0.07,0.03,0.03,0.05,0.06,0.03,0.03,0.02,0,0.03,0.03,0.04,0.02,0.03,0.05,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-01,0.3,0.28,0.12,0.08,0.06,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.05,0.04,0.03,0.03,0.04,0,0,0,0.04,0.02,0.02,0.02,0.02,0,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.06,0.03,0.02,0,0,0,0.06,0.05,0.05,0.06,0.06,0.06,0,0.02,0.03,0.04,0.03,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.28,0.04,0.05,0.04
2013-08-01,0.28,0.29,0.12,0.09,0.07,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.03,0.07,0.07,0.07,0.07,0.07,0.07,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.05,0.05,0.05,0.03,0.03,0.04,0.05,0.05,0.04,0.04,0.04,0.05,0.06,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.05,0.04,0.04,0.05,0.04,0.06,0.08,0.06,0.04,0.04,0.04,0.05,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-01,0.23,0.27,0.11,0.08,0.07,0.02,0,0.02,0.02,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0.02,0,0.02,0,0.04,0.05,0.05,0.06,0.04,0.04,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0.04,0.04,0.03,0.03,0.03,0,0,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.04,0.02,0,0,0,0,0,0,0.02,0.08,0.03,0.04,0.02,0.03,0.09,0.04,0.04,0.03,0.02,0.03,0.03,0.05,0.02,0.03,0.05,0.02,0.02,0.02,0.04,0.03,0,0.06,0.04,0.05,0.04,0.05,0.56,0.05,0.02,0.02
2013-10-01,0.36,0.24,0.12,0.07,0.05,0.03,0.02,0,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.05,0.06,0.06,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.02,0,0,0,0.02,0,0.02,0.02,0,0.02,0.02,0.03,0,0,0.02,0,0,0,0.02,0.02,0.05,0.03,0.04,0.03,0.04,0.08,0.05,0.05,0.05,0.03,0.03,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-11-01,0.29,0.21,0.11,0.06,0.05,0.03,0.03,0.02,0.03,0.03,0,0.02,0.02,0.02,0.02,0,0.02,0,0.02,0,0,0,0,0.02,0.04,0.04,0.04,0.07,0.05,0.04,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0,0.04,0.04,0.03,0.04,0.03,0.02,0,0,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0,0,0,0,0,0,0,0.05,0.04,0.04,0.06,0.04,0.05,0.06,0.07,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.06,0,0,0,0.03,0.04,0,0.06,0.05,0.06,0.08,0.05,0.09,0.04,0.03,0.03
2013-12-01,0.44,0.46,0.15,0.1,0.06,0.04,0.04,0.03,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.03,0.06,0.06,0.03,0.04,0,0,0,0,0,0,0.02,0,0,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0,0.02,0,0.03,0.03,0.03,0.03,0.04,0.06,0.05,0.05,0.04,0.05,0.05,0.07,0.05,0.06,0.04,0.04,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-01,0.39,0.24,0.11,0.06,0.05,0.04,0.04,0.03,0.04,0.04,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.03,0.06,0.04,0.05,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.24,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.05,0.04,0,0,0,0,0,0,0,0.03,0.06,0.04,0.05,0.03,0.03,0.1,0.04,0.05,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0,0,0.02,0.03,0.03,0,0.08,0.06,0.08,0.05,0.04,1.4,0.05,0.02,0.03
2014-02-01,0.28,0.24,0.08,0.06,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.02,0.02,0.03,0,0,0.03,0.03,0.02,0.02,0.02,0,0.02,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0,0.04,0.04,0.03,0.03,0,0,0,0,0.02,0.03,0,0.02,0.02,0.02,0.04,0.03,0,0,0.02,0,0.02,0,0.04,0.04,0.05,0.04,0.06,0.04,0.07,0.05,0.05,0.02,0.07,0.02,0.05,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-01,0.22,0.17,0.1,0.07,0.06,0.03,0.02,0,0.03,0.02,0.03,0,0,0.02,0,0,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.05,0.05,0.05,0.06,0.04,0.03,0.02,0.02,0.02,0,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.05,0.05,0.04,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0,0.03,0.03,0.02,0,0,0.03,0.02,0.05,0.05,0.05,0.02,0.03,0.05,0.03,0.05,0.03,0.02,0.04,0.05,0.04,0.04,0.04,0.06,0.03,0.02,0.03,0.04,0.05,0.02,0.07,0.05,0.07,0.05,0.03,1.1,0.05,0.03,0.03
2014-04-01,0.18,0.18,0.19,0.09,0.07,0,0,0,0,0.02,0.03,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0.06,0.04,0.06,0.05,0.05,0.03,0,0,0.06,0.02,0,0,0.02,0.03,0,0,0.03,0.03,0,0,0,0,0,0,0.03,0.02,0.03,0.03,0.03,0.04,0.03,0.05,0.06,0.07,0.03,0.07,0.04,0.03,0.03,0.05,0.05,0.05,0.03,0.04,0.05,0.06,0.05,0.04,0.03,0.05,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-01,0.26,0.21,0.09,0.06,0.06,0.05,0.04,0.03,0.04,0.05,0.05,0.02,0,0,0,0.03,0,0.02,0.02,0,0,0.02,0.02,0,0.04,0.04,0.04,0.06,0.04,0.03,0.03,0,0.03,0.03,0,0.03,0,0,0,0.03,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.05,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.05,0.04,0.04,0.05,0.07,0.07,0.06,0.06,0.05,0.04,0.02,0.02,0.06,0.04,0.04,0.05,0.05,0.02,0,0.02,0.04,0.04,0.04,0.07,0.06,0.08,0.06,0.06,0.92,0.06,0.03,0.02
2014-06-01,0.43,0.33,0.1,0.05,0.04,0.02,0.02,0,0.03,0.04,0.03,0.03,0.03,0,0,0.07,0.02,0,0.04,0,0,0,0.02,0.03,0.03,0.04,0.04,0.04,0.03,0.02,0,0,0.02,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0.04,0.03,0.03,0.02,0,0.02,0,0,0.04,0.06,0.05,0.04,0.03,0.04,0.06,0.04,0.05,0.03,0.03,0.04,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-07-01,0.37,0.37,0.24,0.09,0.07,0.02,0.03,0.02,0.02,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.05,0.05,0.05,0.04,0.03,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0.02,0.03,0,0,0,0,0.03,0.04,0.04,0,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.02,0.04,0.05,0,0,0,0,0,0,0.05,0.03,0.03,0.03,0.04,0.28,0.05,0.03,0.03
2014-08-01,0.5,0.41,0.22,0.1,0.06,0.02,0.02,0,0,0,0.02,0,0,0,0,0,0.03,0,0,0,0,0,0.03,0.03,0.05,0.05,0.05,0.06,0.05,0.04,0.02,0,0,0,0.02,0,0,0,0,0,0.02,0.03,0.02,0.03,0,0,0,0,0.02,0,0,0,0,0,0.03,0,0,0,0.03,0,0,0,0.06,0.06,0.07,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.03,0.04,0.04,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-01,0.23,0.4,0.1,0.08,0.07,0.04,0,0,0,0.03,0.02,0,0,0,0,0,0,0.03,0.02,0,0,0,0,0.02,0.05,0.04,0.04,0.07,0.07,0.04,0.02,0,0.02,0,0,0,0,0,0,0,0.05,0.04,0.03,0.02,0.03,0,0,0,0.03,0,0.02,0.02,0.03,0.03,0.05,0.03,0.03,0.05,0.04,0.02,0,0.03,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.02,0.04,0.03,0.03,0.02,0.03,0.05,0.02,0.02,0.03,0.04,0.05,0.03,0.08,0.07,0.11,0.07,0.08,0.41,0.07,0.02,0.03
2014-10-01,0.24,0.18,0.09,0.05,0.03,0.04,0.05,0.03,0.04,0.04,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.05,0.04,0.03,0,0.03,0,0,0,0,0,0,0,0,0.03,0.04,0.04,0.03,0.02,0,0,0.02,0.02,0.02,0.03,0.03,0,0.03,0.04,0,0,0,0,0,0,0,0.03,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.02,0.03,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-01,0.31,0.27,0.14,0.08,0.05,0.03,0.03,0,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0.04,0.05,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0.02,0.02,0,0,0.02,0,0,0.02,0,0,0,0.03,0.03,0.02,0.02,0,0,0,0,0,0.04,0.03,0.03,0.06,0.04,0.05,0.06,0.05,0.05,0.03,0,0.02,0.04,0.03,0.03,0.05,0.04,0,0,0,0.03,0.04,0.02,0.08,0.05,0.07,0.06,0.04,0.56,0.05,0,0.02
2014-12-01,0.3,0.23,0.13,0.05,0.04,0,0,0,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.04,0.04,0.03,0.02,0,0,0,0.02,0,0.02,0.02,0.03,0,0.03,0,0,0,0,0,0,0,0.06,0.04,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.02,0.03,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-01,0.26,0.18,0.09,0.07,0.05,0.02,0.02,0,0.03,0,0,0.02,0,0.02,0.02,0.02,0,0.02,0,0.02,0,0,0,0,0.07,0.12,0.05,0.07,0.05,0.03,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0.02,0.02,0,0,0.03,0,0,0,0,0,0,0,0.04,0.04,0.03,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0,0.02,0,0,0,0,0.08,0.05,0.08,0.06,0.06,0.16,0.04,0.02,0.02
2015-02-01,0.27,0.21,0.11,0.06,0.05,0,0,0.02,0.02,0.02,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0.03,0.04,0.04,0.05,0.03,0.02,0.02,0,0.02,0.02,0.02,0,0,0,0.02,0,0.03,0,0.02,0,0,0.02,0.03,0.04,0,0.04,0.08,0.05,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0,0,0.02,0.03,0.05,0.04,0.05,0.03,0.04,0.06,0.06,0.05,0.03,0,0.03,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-01,0.48,0.19,0.11,0.06,0.04,0.02,0.02,0,0.03,0.02,0.03,0,0,0,0,0.03,0,0,0,0,0,0.05,0,0.02,0.03,0.03,0.03,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0.03,0.02,0.02,0,0,0,0.02,0.03,0.02,0,0,0.03,0.04,0.04,0.04,0.03,0.05,0,0.03,0.02,0,0.04,0.03,0.03,0,0.02,0.03,0.03,0.09,0.03,0.03,0.03,0.04,0.03,0,0.03,0.04,0,0,0.03,0.02,0.03,0.02,0.07,0.05,0.06,0.05,0.04,0.23,0.04,0.02,0
2015-04-01,0.37,0.26,0.08,0.06,0.05,0,0,0,0.03,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.04,0.05,0.04,0.03,0,0,0.02,0,0.03,0,0.02,0,0.04,0.02,0.03,0.03,0,0,0.02,0.02,0,0.02,0,0,0,0,0.02,0.02,0.03,0.02,0,0.06,0,0.02,0,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-01,0.23,0.14,0.09,0.07,0.06,0.02,0,0,0.03,0,0.03,0,0.03,0,0,0,0,0.02,0,0,0,0,0.02,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0,0,0.02,0,0,0,0,0,0,0,0.04,0.04,0.03,0.02,0.04,0.02,0,0.03,0.03,0.02,0.05,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.02,0,0,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.03,0.06,0.04,0.03,0.04,0.05,0.04,0.04,0.04,0.04,0,0,0,0.02,0.03,0.04,0.06,0.05,0.06,0.05,0.05,0.43,0.05,0.02,0.03
2015-06-01,0.58,0.56,0.26,0.11,0.08,0.03,0.03,0.02,0,0.03,0.05,0.03,0,0,0,0.06,0,0.05,0.03,0.03,0.07,0.05,0.04,0.02,0.07,0.06,0.08,0.07,0.08,0.07,0.03,0,0.02,0.03,0,0.02,0.03,0,0,0.04,0.03,0,0,0,0.02,0.05,0.05,0.04,0.03,0.05,0.05,0.04,0.04,0.05,0.03,0.05,0.03,0.02,0.03,0.02,0.03,0.03,0.05,0.07,0.08,0.04,0.05,0.06,0.07,0.08,0.04,0.05,0.08,0.06,0.06,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-01,0.43,0.34,0.14,0.09,0.08,0,0,0,0.03,0.02,0.04,0,0,0,0.02,0.02,0,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.06,0.06,0.08,0.07,0.07,0.06,0,0,0,0,0,0.02,0,0,0,0.06,0.06,0.05,0.07,0.04,0.06,0.06,0.04,0.04,0.06,0.03,0.06,0.05,0.04,0.07,0.07,0,0,0,0,0,0,0,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0,0.03,0.05,0.03,0,0.02,0.03,0.04,0,0.12,0.09,0.08,0.11,0.11,0.23,0.07,0.04,0.04
2015-08-01,0.23,0.22,0.22,0.22,0.14,0.04,0.05,0.03,0.05,0.04,0.05,0.03,0.05,0.05,0.04,0.03,0.04,0.05,0.04,0.03,0.04,0.05,0.06,0.04,0.06,0.07,0.07,0.08,0.07,0.06,0.05,0.04,0.05,0.05,0.04,0.06,0.04,0.04,0.04,0.03,0.08,0.09,0.07,0.06,0.1,0.03,0.02,0.03,0.1,0.1,0.04,0.03,0.04,0.04,0.1,0.06,0.05,0.06,0.05,0.07,0.05,0.06,0.12,0.05,0.06,0.05,0.05,0.08,0.06,0.08,0.07,0.08,0.07,0.09,0.06,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-01,0.35,0.3,0.2,0.1,0.08,0.09,0.07,0.09,0.07,0.1,0.05,0.08,0.08,0.07,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.05,0.04,0.05,0.09,0.07,0.1,0.16,0.11,0.14,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.06,0.05,0.06,0.06,0.06,0.06,0.09,0.08,0.08,0.05,0.09,0.1,0.08,0.07,0.07,0.07,0.07,0.11,0.04,0.05,0.05,0.08,0.12,0.08,0.08,0.08,0.08,0.06,0.07,0.09,0.08,0.07,0.08,0.06,0.09,0.08,0.08,0.1,0.1,0.12,0.06,0.08,0.04,0.06,0.05,0.06,0.12,0.1,0.1,0.08,0.08,0.68,0.08,0.06,0.07
2015-10-01,0.43,0.39,0.18,0.14,0.12,0.17,0.05,0.04,0.06,0.05,0.04,0.05,0.08,0.06,0.05,0.03,0.09,0.04,0.02,0.04,0.03,0.02,0.03,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.08,0.05,0.09,0.07,0.06,0.06,0.05,0.04,0.05,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.04,0.05,0.05,0.06,0.08,0.05,0.07,0.04,0.05,0.04,0.05,0.03,0.04,0.04,0.03,0.04,0.15,0.03,0.04,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-01,0.45,0.46,0.23,0.2,0.1,0.07,0.07,0.05,0.08,0.12,0.09,0.04,0.03,0.1,0.08,0.06,0.12,0.09,0.04,0.1,0.02,0.05,0.07,0.07,0.06,0.06,0.05,0.06,0.08,0.04,0.03,0.05,0.05,0.11,0.07,0.07,0.06,0.05,0.04,0.09,0.06,0.07,0.1,0.13,0.08,0.13,0.1,0.08,0.06,0.05,0.07,0.09,0.06,0.07,0.06,0.04,0.06,0.04,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.11,0.06,0.06,0.07,0.07,0.06,0.05,0.05,0.05,0.04,0.03,0.05,0.07,0.09,0.07,0.05,0.09,0.14,0.07,0.09,0.08,0.09,0.07,0.09,0.19,0.07,0.04,0.04
2015-12-01,0.36,0.33,0.19,0.14,0.23,0.04,0.08,0.1,0.03,0.03,0.03,0.04,0.07,0.04,0.06,0.03,0.04,0.06,0.02,0.03,0.04,0.04,0.13,0.06,0.07,0.08,0.06,0.1,0.09,0.08,0,0,0.02,0,0,0,0.02,0.02,0,0.04,0.05,0.04,0.04,0.03,0.03,0.04,0.1,0.05,0.03,0.03,0.04,0.03,0.04,0.04,0.05,0.03,0.03,0.06,0.04,0.05,0.09,0.05,0.07,0.05,0.05,0.05,0.04,0.08,0.06,0.06,0.09,0.04,0.04,0.05,0.06,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-01,0.33,0.26,0.17,0.11,0.11,0.05,0.03,0.1,0.02,0.03,0.03,0.02,0.02,0.03,0.03,0,0.02,0,0.03,0.04,0.02,0,0.04,0.02,0.05,0.06,0.05,0.1,0.12,0.04,0,0,0,0,0,0,0.03,0,0,0,0.04,0.04,0.04,0.03,0.03,0,0,0,0.03,0.04,0.02,0,0,0.03,0.05,0.05,0.04,0.03,0.02,0.04,0.03,0,0.07,0.05,0.05,0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.03,0.04,0.04,0.05,0.05,0.05,0.05,0,0,0,0.04,0.04,0.03,0.09,0.05,0.09,0.05,0.05,0.42,0.04,0.03,0.03
2016-02-01,0.44,0.22,0.22,0.19,0.19,0.03,0.04,0.04,0.04,0.04,0.05,0.03,0.04,0.03,0.08,0.05,0.03,0.09,0.04,0.02,0.06,0.04,0.06,0.03,0.05,0.06,0.06,0.07,0.13,0.16,0.03,0.02,0.03,0.03,0.04,0.09,0.05,0.03,0.03,0.04,0.06,0.05,0.07,0.07,0.04,0.08,0.13,0.04,0.06,0.02,0.06,0.06,0.03,0.06,0.05,0.07,0.04,0.03,0,0,0.02,0,0.03,0.04,0.04,0.05,0.03,0.03,0.04,0.05,0.05,0.03,0.03,0.06,0.09,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
