year_month,DM1,DM2,DM3,DM4,DM5,EM1,EM2,EM3,JM3,JM4,MM1,MM13,MM14,MM15,MM16,MM17,MM19,MM2,MM3,MM4,MM5,MM6,MM7,MM8,NM1,NM2,NM3,NM5,NM6,NM8,PM1,PM11,PM2,PM3,PM4,PM6,PM7,PM8,PM9,SM1,SM10,SM11,SM12,SM13,SM17,SM18,SM19,SM2,SM20,SM3,SM4,SM5,SM6,SM7,SM9,TM2,TM3,TM4,TM5,TM6,TM7,TM8,VM1,VM12,VM14,VM15,VM2,VM4,VM5,VM6,VM7,VM8,WM1,WM2,WM3,WM4,ET1,ET2,NT1,PT2,PT3,PT4,ST1,ST3,TT1,VT10,VT11,VT12,VT2,VT3,VT4,VT8,WT1,WT3
2005-12-01,0.66,0.5,0.21,0.07,0.06,0.03,0.02,0,0.03,0.03,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.06,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0.03,0.03,0.03,0,0.02,0.02,0.02,0.02,0,0,0.02,0.03,0.03,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.02,0.03,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-01-01,0.83,0.67,0.19,0.09,0.08,0.03,0,0,0.03,0.02,0.03,0.02,0.02,0.02,0,0.02,0,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.04,0.04,0.04,0.05,0.04,0.04,0,0,0.02,0,0,0,0,0,0,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0,0.03,0.02,0,0,0,0,0.04,0.04,0.04,0.05,0.03,0.04,0.06,0.05,0.05,0.03,0.02,0.03,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-02-01,0.83,0.45,0.16,0.08,0.08,0.03,0,0,0.04,0.03,0,0.03,0.02,0.02,0,0,0.02,0,0,0,0,0,0,0,0.06,0.06,0.06,0.06,0.06,0.04,0,0,0,0,0,0,0,0,0,0.02,0.04,0.04,0,0.03,0,0,0,0,0,0.02,0.03,0.03,0.03,0.03,0.04,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.05,0.05,0.05,0.03,0.03,0.03,0.04,0.07,0.05,0.04,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-03-01,0.54,0.15,0.34,0.08,0.08,0.02,0.03,0,0.03,0.03,0.03,0.02,0,0,0,0.02,0,0.03,0.02,0,0,0,0,0,0.07,0.05,0.07,0.08,0.05,0.03,0.03,0.03,0.04,0,0,0,0,0,0,0,0.03,0.03,0.03,0.02,0,0,0,0,0,0,0.02,0,0,0.03,0.03,0.02,0.02,0.02,0.02,0,0,0,0.04,0.05,0.04,0.06,0.04,0.06,0.07,0.07,0.05,0.03,0.03,0.04,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-04-01,0.35,0.34,0.08,0.06,0.05,0.02,0.02,0.05,0.03,0.04,0.04,0,0,0,0,0.03,0,0.03,0.03,0.03,0.02,0.03,0.03,0,0.03,0.03,0.03,0.05,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.02,0.03,0.03,0.02,0,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0,0,0,0,0,0,0,0.04,0.04,0.03,0.05,0.08,0.05,0.06,0.06,0.05,0.04,0,0,0.05,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-05-01,0.31,0.26,0.1,0.06,0.03,0,0,0.02,0.03,0.02,0.04,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0.04,0.04,0.06,0.07,0.06,0.03,0,0.02,0.02,0,0,0,0,0,0.02,0,0.04,0.03,0.03,0.03,0.03,0.03,0,0.02,0.04,0.02,0.03,0.03,0.04,0.03,0.04,0,0,0,0,0,0,0,0.03,0.05,0.05,0.04,0.03,0.03,0.04,0.04,0.06,0.04,0.04,0.05,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-06-01,0.24,0.3,0.08,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.05,0.05,0.05,0.09,0.07,0.06,0,0,0,0,0,0,0,0,0,0.03,0.05,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.05,0.05,0.05,0.05,0.06,0.04,0.03,0.02,0.03,0.03,0,0.02,0.05,0.05,0.05,0.05,0.09,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07-01,0.47,0.63,0.14,0.13,0.06,0.04,0.05,0.06,0.03,0.03,0.03,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0.02,0.05,0.04,0.04,0.05,0.04,0.04,0.03,0.04,0.05,0.07,0.03,0.02,0.03,0.04,0,0.04,0.04,0.03,0.03,0.02,0.03,0.03,0.02,0,0.04,0,0.04,0,0,0,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.07,0.02,0.02,0.05,0.06,0.05,0.05,0.06,0,0.02,0,0,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-08-01,0.43,0.38,0.13,0.08,0.06,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.07,0.07,0.06,0.08,0.07,0.07,0,0,0,0,0.02,0,0.02,0,0,0,0.04,0.04,0.04,0.04,0.05,0,0,0,0.03,0,0.02,0,0,0,0.06,0.02,0.02,0.02,0.02,0,0,0,0.04,0.05,0.05,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-09-01,0.37,0.4,0.16,0.11,0.1,0.03,0.04,0.04,0.04,0.04,0,0,0,0,0.02,0,0,0,0,0.04,0,0,0.02,0,0.04,0.05,0.04,0.07,0.04,0.05,0,0,0.02,0,0,0,0,0,0,0.02,0.04,0.03,0.04,0.04,0.03,0,0,0.02,0.03,0.02,0,0,0.02,0,0.04,0.06,0.03,0.03,0.05,0.03,0.03,0.03,0.04,0.05,0.04,0.04,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-10-01,0.44,0.46,0.12,0.08,0.06,0.06,0.04,0,0.02,0.03,0.06,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0.05,0.05,0.05,0.07,0.05,0.05,0,0,0,0,0,0.02,0,0,0,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.06,0.06,0.04,0.07,0.08,0.06,0.06,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.05,0.08,0.05,0.05,0.05,0.06,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-11-01,0.62,0.42,0.2,0.09,0.06,0.02,0,0,0,0.02,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.05,0.04,0.06,0.08,0.04,0.03,0,0.03,0.02,0.03,0.03,0.03,0.03,0,0.02,0.03,0.04,0.05,0.05,0.06,0.03,0.05,0.02,0.03,0.04,0.04,0.04,0.03,0.03,0.05,0.06,0.04,0.21,0.03,0.02,0.06,0.03,0.02,0.05,0.04,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.07,0,0.03,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-12-01,0.66,0.45,0.26,0.09,0.06,0.05,0.04,0.02,0.02,0.02,0.03,0,0,0,0.04,0.02,0.02,0,0,0.02,0,0,0,0.03,0.03,0.04,0.05,0.06,0.03,0.02,0,0.02,0,0.02,0,0,0.02,0.02,0,0,0.04,0.04,0.04,0.03,0,0,0,0,0.03,0,0.03,0,0,0.03,0.03,0.04,0.06,0.02,0,0.02,0.02,0,0.03,0.04,0.04,0.06,0.04,0.04,0.05,0.06,0.05,0.04,0.03,0.04,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-01,0.71,0.51,0.21,0.07,0.06,0.04,0.03,0.03,0.04,0.03,0.02,0.03,0.02,0.03,0.03,0,0.03,0,0.02,0,0,0,0,0.03,0.05,0.04,0.04,0.04,0.04,0.03,0,0,0,0,0.02,0.02,0.02,0,0.02,0,0.05,0.05,0.05,0.04,0.03,0.02,0,0.02,0.03,0.02,0.03,0,0.02,0.04,0.05,0.02,0.02,0.02,0,0,0,0,0.03,0.06,0.05,0.05,0.04,0.04,0.06,0.05,0.05,0.06,0.03,0.04,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-01,0.77,0.68,0.13,0.07,0.06,0.04,0.03,0.02,0.04,0.04,0.04,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.04,0,0,0,0.04,0.04,0.05,0.07,0.05,0.05,0,0,0,0,0.02,0.02,0,0.02,0.02,0.03,0.07,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.07,0.08,0.03,0.07,0.04,0,0.02,0.07,0.05,0.04,0.05,0.06,0.05,0.06,0.06,0.06,0.07,0.04,0.03,0.04,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-01,0.88,0.47,0.18,0.09,0.07,0.02,0.02,0,0.02,0.02,0.03,0,0,0,0,0,0.02,0.02,0.02,0,0,0,0,0,0.05,0.05,0.05,0.06,0.04,0.05,0.04,0.03,0.02,0.03,0,0.03,0.02,0.04,0.03,0,0.04,0.03,0.02,0.02,0.02,0,0,0.02,0,0.03,0.03,0,0,0.04,0.05,0.03,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.06,0.06,0.07,0.04,0.06,0.07,0.07,0.06,0.04,0.02,0.03,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-01,0.55,0.35,0.09,0.06,0.05,0.03,0.03,0.02,0.04,0.03,0.04,0,0,0,0,0,0,0,0.02,0.02,0,0,0.02,0,0.04,0.04,0.07,0.06,0.04,0.03,0.02,0,0.02,0,0,0.02,0,0,0.02,0,0.02,0.02,0.02,0,0.02,0,0,0,0,0,0.02,0,0,0.03,0.03,0,0.02,0,0.02,0.02,0,0,0.04,0.06,0.04,0.06,0.11,0.05,0.08,0.06,0.06,0.07,0.02,0.04,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-05-01,0.79,0.63,0.17,0.06,0.07,0.03,0.03,0.03,0.04,0.03,0.02,0.02,0.02,0.02,0,0.03,0.02,0.03,0.02,0,0,0.03,0,0,0.03,0.04,0.04,0.06,0.04,0.03,0,0,0.02,0,0.02,0.02,0,0,0,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0,0.02,0.05,0.06,0.06,0.07,0.05,0.06,0.07,0.07,0.06,0.05,0.02,0.03,0.06,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-06-01,1.3,0.95,0.39,0.12,0.06,0.04,0.04,0.03,0.03,0.03,0,0,0.03,0.02,0.02,0,0.03,0,0,0,0,0,0,0.02,0.07,0.06,0.07,0.07,0.07,0.05,0,0,0.02,0,0,0,0,0,0,0,0.02,0.02,0.06,0.02,0.03,0,0.03,0.02,0.04,0.04,0.03,0.02,0.02,0.04,0.03,0.05,0.04,0.03,0.02,0.04,0.02,0.02,0.05,0.03,0.03,0.05,0.06,0.05,0.05,0.05,0.03,0.04,0.02,0.03,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-07-01,0.57,0.44,0.14,0.09,0.05,0.03,0.03,0.03,0.05,0.04,0.02,0.02,0.03,0,0,0.02,0,0.02,0,0.02,0,0.02,0,0,0.04,0.04,0.04,0.06,0.04,0.05,0.03,0.02,0.05,0.04,0.03,0.02,0.03,0,0,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.05,0.06,0.04,0.03,0.05,0.04,0.05,0.07,0.06,0.06,0.03,0.03,0.03,0.03,0.03,0.02,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.1,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-01,0.47,0.49,0.15,0.11,0.07,0.04,0.03,0.02,0.04,0.04,0.04,0.02,0.02,0,0,0.02,0.02,0.03,0.03,0.02,0.02,0,0.02,0.03,0.04,0.05,0.05,0.06,0.06,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.02,0.06,0.04,0.03,0.04,0.03,0.02,0.02,0.02,0.04,0.03,0.02,0,0.02,0.05,0.05,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.05,0.07,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.06,0.07,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-01,0.38,0.47,0.11,0.12,0.1,0.03,0.03,0.02,0.04,0.05,0.02,0,0.03,0.02,0.02,0,0,0,0.02,0,0.02,0,0.03,0.02,0.04,0.05,0.05,0.05,0.05,0.03,0.02,0,0.02,0,0,0,0,0,0,0.02,0.08,0.06,0.15,0.07,0.15,0.04,0.05,0.04,0.06,0.04,0.05,0.05,0.07,0.07,0.09,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.05,0.05,0.04,0.07,0.04,0.05,0.07,0.07,0.05,0.05,0,0.03,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-01,1,0.65,0.34,0.15,0.1,0.02,0.02,0,0.05,0.06,0.02,0.02,0.03,0.02,0.02,0.03,0,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.06,0.06,0.08,0.07,0.08,0.06,0,0.02,0.02,0.02,0,0,0.02,0,0,0.03,0.06,0.06,0.05,0.04,0.02,0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.05,0.03,0.02,0.02,0.02,0.02,0.02,0,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.06,0.07,0.06,0.02,0.04,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-11-01,0.53,0.47,0.19,0.12,0.04,0.04,0.03,0.03,0.04,0.05,0.03,0.04,0.03,0.04,0.03,0.02,0.04,0,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.05,0.08,0.05,0.05,0.03,0.05,0.04,0.02,0.07,0.03,0.03,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.02,0,0,0,0,0,0.03,0.06,0.05,0.05,0.03,0.04,0.06,0.07,0.07,0.06,0.04,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-12-01,0.77,0.49,0.28,0.17,0.06,0.06,0.05,0.04,0.04,0.06,0.04,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0,0.02,0.03,0.02,0.03,0.08,0.07,0.07,0.06,0.08,0.06,0.03,0.02,0.03,0.03,0.03,0.02,0.04,0.02,0,0.03,0.04,0.04,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.05,0.04,0.04,0.06,0.05,0.02,0.02,0,0.04,0.03,0,0,0.07,0.08,0.07,0.08,0.07,0.07,0.11,0.08,0.08,0.08,0.06,0.06,0.06,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-01-01,0.66,0.41,0.21,0.08,0.06,0.03,0.03,0.03,0.03,0.04,0.04,0,0.02,0.02,0.02,0,0.03,0.03,0.02,0,0,0,0.02,0,0.05,0.05,0.05,0.04,0.05,0.04,0.02,0.02,0,0,0,0,0.02,0,0,0.03,0.05,0.06,0.05,0.04,0.04,0.02,0.05,0.02,0.04,0.03,0.03,0.02,0.03,0.04,0.04,0.04,0.06,0.04,0.03,0.04,0.06,0.04,0.05,0.06,0.05,0.07,0.06,0.06,0.12,0.08,0.06,0.06,0.02,0.03,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-02-01,0.49,0.36,0.12,0.07,0.08,0.03,0.03,0.03,0.03,0.04,0.02,0.06,0.08,0.04,0.03,0,0.04,0,0,0,0,0,0,0.02,0.05,0.05,0.05,0.05,0.06,0.05,0,0.03,0.02,0,0,0,0.02,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.02,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.05,0.05,0.03,0.03,0.04,0.05,0.06,0.04,0.03,0.04,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-01,0.54,0.39,0.15,0.1,0.08,0.03,0.02,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0.05,0,0,0,0.03,0,0,0.04,0.06,0.03,0.05,0.06,0.06,0,0,0.02,0,0,0,0,0,0,0,0.04,0.04,0.03,0.03,0,0,0,0,0.04,0.03,0.03,0,0,0.03,0.05,0,0,0.03,0,0,0,0,0.04,0.06,0.05,0.06,0.04,0.05,0.06,0.06,0.08,0.07,0.03,0.04,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-01,0.35,0.26,0.15,0.21,0.08,0,0.03,0.02,0.02,0,0.05,0,0,0,0,0.04,0,0.05,0.04,0,0.03,0.02,0.03,0.02,0.05,0.05,0.05,0.06,0.07,0.04,0.02,0,0.02,0,0,0.02,0,0,0,0,0.04,0.05,0.04,0.04,0.03,0,0,0,0.03,0.02,0.02,0.02,0.03,0.04,0.04,0,0,0.02,0,0,0,0,0.02,0.04,0.04,0.05,0.03,0.03,0.05,0.04,0.04,0.03,0.02,0.04,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-01,0.4,0.36,0.09,0.11,0.04,0.03,0.02,0,0.02,0.03,0.03,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0.03,0.04,0.04,0.05,0.04,0.03,0,0.02,0,0.02,0.02,0.02,0.02,0.02,0.02,0,0.03,0.03,0.03,0.02,0,0,0,0,0.02,0,0,0.02,0.03,0.03,0.03,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.04,0.04,0.04,0.06,0.06,0.05,0.05,0.05,0.04,0.06,0.02,0.03,0.03,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-01,0.34,0.33,0.13,0.09,0.07,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0,0,0,0,0.02,0.02,0,0,0,0,0.02,0.02,0.06,0.07,0.05,0.08,0.05,0.06,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.03,0.03,0.03,0.04,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.05,0.06,0.04,0.05,0.04,0.04,0.04,0,0,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.03,0.03,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-01,0.24,0.44,0.12,0.1,0.08,0.07,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.02,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.05,0.04,0.04,0.06,0.05,0.06,0.02,0,0.03,0.03,0.03,0.03,0.03,0.02,0,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.03,0.02,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0,0.02,0,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0,0.03,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-01,0.32,0.29,0.09,0.07,0.04,0.02,0.02,0,0.03,0.03,0.02,0.02,0,0,0,0,0,0.03,0.02,0.02,0,0.02,0.02,0,0.03,0.03,0.04,0.06,0.04,0.02,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0.02,0,0.03,0.03,0,0.02,0.03,0.03,0,0,0,0,0,0,0,0.02,0.05,0.05,0.04,0.03,0.04,0.04,0.03,0.05,0.05,0.05,0.04,0.05,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-01,0.38,0.36,0.12,0.08,0.07,0.03,0.03,0.02,0.03,0.04,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0.06,0.05,0.06,0.07,0.04,0.04,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.05,0.02,0,0.02,0.02,0.02,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.05,0.03,0.03,0.03,0.02,0.02,0,0.02,0.02,0.03,0.05,0.05,0.06,0.03,0.04,0.1,0.07,0.07,0.04,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-01,0.35,0.33,0.09,0.08,0.05,0.03,0.03,0.02,0.03,0.02,0.03,NA,NA,NA,NA,0,0,0.02,0,0.02,0.02,0,0,0,0.04,0.04,0.05,0.09,0.06,0.04,0,0,0,0,0,0,0,0,0,0.03,0.04,0.04,0.03,0.04,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.04,0.03,0.04,0.03,0.03,0.02,0.02,0,0.02,0.03,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.04,0.04,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-01,0.37,0.28,0.1,0.06,0.05,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0,0.02,0.02,0.02,0.02,0,0,0.02,0.03,0.03,0.04,0.07,0.03,0.03,0,0,0,0,0,0,0,0,0.02,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0,0,0,0.06,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.06,0.04,0.03,0.03,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-01,0.45,0.51,0.14,0.07,0.05,0.03,0.02,0.02,0.03,0.04,0,0.03,0.03,0.02,0.02,0,0.03,0,0,0,0,0,0,0.02,0.03,0.04,0.02,0.04,0.03,0.02,0.02,0.02,0.02,0,0,0,0.02,0,0,0.03,0.03,0.03,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0,0,0,0,0,0.05,0.04,0.04,0.04,0.05,0.06,0.05,0.06,0.05,0.04,0.02,0.03,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-01,0.81,0.32,0.18,0.07,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0,0,0.02,0,0,0,0,0,0,0.02,0.03,0.03,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.04,0.02,0.02,0,0,0,0.02,0,0,0,0,0,0.03,0.03,0.03,0,0,0,0,0,0.04,0.05,0.04,0.04,0.03,0.04,0.04,0.05,0.06,0.05,0.03,0.04,0.07,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-01,0.62,0.35,0.15,0.08,0.06,0.03,0.03,0,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.07,0.05,0.03,0.03,0,0.03,0.03,0.03,0.07,0.03,0.02,0.02,0,0.03,0.04,0.03,0.04,0.02,0.02,0,0,0.02,0.04,0.04,0.02,0.03,0.04,0.03,0,0,0,0,0,0,0,0.04,0.06,0.05,0.06,0.03,0.06,0.06,0.06,0.07,0.06,0.03,0.04,0.08,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-01,0.56,0.46,0.18,0.09,0.06,0.03,0,0.02,0.03,0.03,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.06,0.05,0.04,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0.03,0.03,0.02,0,0,0,0.03,0.02,0.03,0.02,0.02,0.03,0.04,0.02,0,0,0,0,0.03,0,0.04,0.05,0.05,0.05,0.03,0.04,0.05,0.05,0.05,0.04,0.03,0.03,0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-01,0.25,0.26,0.09,0.1,0.06,0.03,0,0,0.03,0,0.03,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.05,0.05,0.06,0.07,0.05,0.04,0,0,0.02,0,0,0,0,0,0,0,0.04,0.04,0.03,0.03,0,0,0,0.02,0.02,0,0.03,0,0.03,0.04,0.04,0,0,0,0,0,0,0,0.02,0.05,0.05,0.05,0.03,0.02,0.04,0.05,0.04,0.04,0,0.03,0.06,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-01,0.36,0.18,0.06,0.1,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.04,0.05,0.05,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0,0,0,0,0,0,0,0.02,0,0,0.03,0.03,0.02,0.02,0,0.03,0,0,0,0.03,0.03,0.03,0.05,0.03,0.04,0.05,0.04,0.05,0.06,0,0.04,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
